id,name_1,img_route_1,cloth_category_1,cloth_subcategory_1,patron_1,sleeve_1,skirt_1,neckline_1,material_1,fit_1,isCold_1,isRainy_1,isWet_1,isTempered_1,isHot_1,nota_1,name_2,img_route_2,cloth_category_2,cloth_subcategory_2,patron_2,sleeve_2,skirt_2,neckline_2,material_2,fit_2,isCold_2,isRainy_2,isWet_2,isTempered_2,isHot_2,nota_2,name_3,img_route_3,cloth_category_3,cloth_subcategory_3,patron_3,sleeve_3,skirt_3,neckline_3,material_3,fit_3,isCold_3,isRainy_3,isWet_3,isTempered_3,isHot_3,nota_3,name_4,img_route_4,cloth_category_4,cloth_subcategory_4,patron_4,sleeve_4,skirt_4,neckline_4,material_4,fit_4,isCold_4,isRainy_4,isWet_4,isTempered_4,isHot_4,nota_4,name_5,img_route_5,cloth_category_5,cloth_subcategory_5,patron_5,sleeve_5,skirt_5,neckline_5,material_5,fit_5,isCold_5,isRainy_5,isWet_5,isTempered_5,isHot_5,nota_5,name_6,img_route_6,cloth_category_6,cloth_subcategory_6,patron_6,sleeve_6,skirt_6,neckline_6,material_6,fit_6,isCold_6,isRainy_6,isWet_6,isTempered_6,isHot_6,nota_6
90,Dusty Rose Blouse,Dusty_Rose_Blouse/img_00000115.jpg,1,1,6,2,3,1,3,3,0,0,0,1,0,5,Loose-Knit Sweater,Loose-Knit_Sweater/img_00000028.jpg,2,5,6,1,3,1,6,3,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Clean Wash High-Rise Skinny Jeans,Clean_Wash_High-Rise_Skinny_Jeans/img_00000019.jpg,6,8,6,3,3,4,1,1,1,0,1,1,0,3
91,Polka Dot Baseball Tee,Polka_Dot_Baseball_Tee/img_00000006.jpg,1,6,2,1,3,1,3,3,1,0,0,1,1,3,Ribbed Knit Sweater,Ribbed_Knit_Sweater/img_00000015.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Mesh-Pocket Sweatshorts,Mesh-Pocket_Sweatshorts/img_00000048.jpg,6,7,6,3,3,4,3,3,0,0,1,0,1,3
92,Cool Shirt Day Tee,Cool_Shirt_Day_Tee/img_00000037.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2,Fuzzy Plaid Sweater,Fuzzy_Plaid_Sweater/img_00000029.jpg,2,5,7,1,3,2,6,2,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Soft Floral Leggings,Soft_Floral_Leggings/img_00000003.jpg,6,3,1,3,3,4,3,1,0,0,0,1,1,1
93,Striped Drapey Tee,Striped_Drapey_Tee/img_00000034.jpg,1,6,1,2,3,1,3,3,0,0,0,1,0,3,Cozy Cropped Sweater,Cozy_Cropped_Sweater/img_00000014.jpg,2,5,6,1,3,1,6,3,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Buttoned Floral Gauze Skirt,Buttoned_Floral_Gauze_Skirt/img_00000017.jpg,6,2,1,1,3,2,2,2,0,0,0,1,1,4
94,Cuffed Mineral Wash Tee,Cuffed_Mineral_Wash_Tee/img_00000014.jpg,1,6,6,2,3,1,3,3,0,0,0,1,0,4,Open-Knit Fisherman Sweater,Open-Knit_Fisherman_Sweater/img_00000053.jpg,2,5,6,1,3,1,6,3,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Knit Skater Skirt,Knit_Skater_Skirt/img_00000053.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,4
95,Tasseled Neckline Floral Blouse,Tasseled_Neckline_Floral_Blouse/img_00000039.jpg,1,1,2,1,3,2,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Embroidered Polka Dot Skirt,Embroidered_Polka_Dot_Skirt/img_00000026.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,4
96,Slub Knit Cutout Tee,Slub_Knit_Cutout_Tee/img_00000016.jpg,1,6,6,3,3,4,3,3,0,0,0,1,1,3,Open-Front Woven Blazer,Open-Front_Woven_Blazer/img_00000009.jpg,2,1,3,3,3,1,3,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro para el sol,hats/new_hat1.jpg,4,1,6,0,0,0,6,2,0,0,0,1,1,3,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Ikat Print Leggings,Ikat_Print_Leggings/img_00000023.jpg,6,3,2,3,3,4,3,3,1,0,1,0,0,2
98,Crocheted Tank,Crocheted_Tank/img_00000056.jpg,1,5,6,3,3,4,3,3,0,0,1,1,1,4,Cable Knit Fringe Cardigan,Cable_Knit_Fringe_Cardigan/img_00000042.jpg,2,2,3,1,3,4,3,2,1,0,0,1,0,3,Heathered Knit Jacket,Heathered_Knit_Jacket/img_00000061.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Drawstring Cargo Capris,Drawstring_Cargo_Capris/img_00000065.jpg,6,13,6,3,3,4,3,3,1,0,0,1,1,3
99,Morning Allergy Graphic Tee,Morning_Allergy_Graphic_Tee/img_00000006.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4,Fuzzy Knit Sweater,Fuzzy_Knit_Sweater/img_00000022.jpg,2,5,6,1,3,2,5,3,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Lace-Paneled PJ Shorts,Lace-Paneled_PJ_Shorts/img_00000018.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,4
100,Burnout Racerback Tank,Burnout_Racerback_Tank/img_00000083.jpg,1,5,2,3,3,4,2,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scuba Knit Bomber Jacket,Scuba_Knit_Bomber_Jacket/img_00000016.jpg,3,3,1,1,3,1,3,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Abstract Chevron Print Culottes,Abstract_Chevron_Print_Culottes/img_00000011.jpg,6,12,1,3,3,4,3,3,0,0,0,1,1,4
101,Foulard Print Tee,Foulard_Print_Tee/img_00000018.jpg,1,6,1,2,3,1,3,3,0,0,0,1,0,3,Longline Chiffon Cardigan,Longline_Chiffon_Cardigan/img_00000043.jpg,2,2,1,1,3,4,2,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Quilted Faux Leather Skirt,Quilted_Faux_Leather_Skirt/img_00000008.jpg,6,2,6,3,3,4,4,3,0,0,0,1,0,2
102,Slub Knit Buttoned-Back Blouse,Slub_Knit_Buttoned-Back_Blouse/img_00000012.jpg,1,1,6,2,3,2,3,3,0,0,0,1,1,5,Hooded Cardigan,Hooded_Cardigan/img_00000005.jpg,2,2,6,1,3,2,6,3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Drop-Crotch Denim Joggers,Drop-Crotch_Denim_Joggers/img_00000018.jpg,6,10,6,3,3,4,1,3,1,1,1,1,1,4
103,Linen Colorblock Tee,Linen_Colorblock_Tee/img_00000035.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4,Stripe Fuzzy Cardigan,Stripe_Fuzzy_Cardigan/img_00000009.jpg,2,2,3,1,3,1,6,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatillas de deporte,shoes/shoes8.jpg,5,8,6,0,0,0,0,1,1,0,0,1,1,3,Colorblocked Workout Shorts,Colorblocked_Workout_Shorts/img_00000026.jpg,6,4,2,3,3,4,3,1,0,0,0,0,1,2
104,Brushed Knit Fringe Top,Brushed_Knit_Fringe_Top/img_00000002.jpg,1,7,6,1,3,1,3,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Low-Rise Skinny Jeans,Low-Rise_Skinny_Jeans/img_00000054.jpg,6,8,6,3,3,4,1,1,1,0,0,1,0,5
105,Abstract Asymmetrical Hem Top,Abstract_Asymmetrical_Hem_Top/img_00000019.jpg,1,7,1,3,3,2,2,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Contrast Knee Panel Sweatpants,Contrast_Knee_Panel_Sweatpants/img_00000008.jpg,6,6,6,3,3,4,1,3,1,0,0,1,0,4
106,Drapey Muscle Tee,Drapey_Muscle_Tee/img_00000055.jpg,1,6,6,3,3,1,3,3,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro Invierno,hats/hat6.jpg,4,5,0,0,0,0,6,1,1,1,0,0,0,4,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Trouser Shorts,Trouser_Shorts/img_00000045.jpg,6,4,6,3,3,4,3,3,0,0,1,0,1,5
107,Braided Racerback Athletic Tank,Braided_Racerback_Athletic_Tank/img_00000031.jpg,1,5,2,3,3,1,3,3,0,0,0,1,1,4,Pleated Open-Front Cardigan,Pleated_Open-Front_Cardigan/img_00000052.jpg,2,2,6,1,3,4,3,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Botas de agua,shoes/shoes3.jpg,5,3,6,0,0,0,0,2,1,1,0,0,0,3,Cuffed Low-Rise Denim Shorts,Cuffed_Low-Rise_Denim_Shorts/img_00000012.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,3
108,Rugrats Graphic Tee,Rugrats_Graphic_Tee/img_00000046.jpg,1,6,2,1,3,1,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Abstract Print Pleated Skirt,Abstract_Print_Pleated_Skirt/img_00000031.jpg,6,2,2,3,3,4,2,3,0,0,0,0,1,1
109,Beaded Chiffon Blouse,Beaded_Chiffon_Blouse/img_00000089.jpg,1,1,6,2,3,2,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hooded Puffer Jacket,Hooded_Puffer_Jacket/img_00000068.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,5,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Paisley Print Maxi Skirt,Paisley_Print_Maxi_Skirt/img_00000050.jpg,6,2,2,3,3,4,3,3,0,0,0,0,1,2
110,Favorite V-Neck Tee,Favorite_V-Neck_Tee/img_00000010.jpg,1,6,6,2,3,2,3,3,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Textured Faux Leather Moto Jacket,Textured_Faux_Leather_Moto_Jacket/img_00000035.jpg,3,3,6,1,3,2,3,3,1,1,1,1,0,3,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Pleated Textured Skirt,Pleated_Textured_Skirt/img_00000031.jpg,6,2,6,3,3,4,3,3,1,1,1,1,1,4
112,Crepe Popover Blouse,Crepe_Popover_Blouse/img_00000007.jpg,1,1,6,1,3,2,2,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Mineral Wash Denim Shorts,Mineral_Wash_Denim_Shorts/img_00000013.jpg,6,4,6,3,3,4,1,1,0,0,0,1,1,4
113,Crochet Mesh Racerback Tank,Crochet_Mesh_Racerback_Tank/img_00000016.jpg,1,5,4,3,3,4,6,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zip Collar Bomber,Zip_Collar_Bomber/img_00000017.jpg,3,2,2,1,3,1,4,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandalias,shoes/new_shoes5.jpg,5,5,0,0,0,0,4,1,0,0,0,1,1,2,Side-Pocket Performance Leggings,Side-Pocket_Performance_Leggings/img_00000007.jpg,6,3,6,3,3,4,3,1,1,0,1,1,1,4
114,Classic Self-Tie Blouse,Classic_Self-Tie_Blouse/img_00000006.jpg,1,1,7,3,3,2,3,3,0,0,0,1,1,4,Touch Of Glam Cardigan,Touch_Of_Glam_Cardigan/img_00000049.jpg,2,2,2,2,3,1,3,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Striped Swim Trunks,Striped_Swim_Trunks/img_00000037.jpg,6,11,3,3,3,4,3,3,0,0,1,1,1,2
115,Boat Neck Heathered Top,Boat_Neck_Heathered_Top/img_00000050.jpg,1,7,6,1,3,1,6,3,1,1,0,0,0,3,Marled Knit Boxy Sweater,Marled_Knit_Boxy_Sweater/img_00000017.jpg,2,5,6,1,3,1,6,3,1,1,0,0,0,5,Collarless Floral Print Jacket,Collarless_Floral_Print_Jacket/img_00000018.jpg,3,3,1,1,3,2,3,3,0,0,0,1,0,5,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Abstract Print Shorts,Abstract_Print_Shorts/img_00000024.jpg,6,4,2,3,3,4,3,3,0,0,1,1,1,3
117,Rock N Roll Tee,Rock_N_Roll_Tee/img_00000026.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3,Colorblocked Sleeveless Hoodie,Colorblocked_Sleeveless_Hoodie/img_00000029.jpg,2,3,6,1,3,1,3,3,1,0,0,1,0,4,Faux Leather Biker Jacket,Faux_Leather_Biker_Jacket/img_00000026.jpg,3,3,6,1,3,2,4,3,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Drawstring Chino Cutoffs,Drawstring_Chino_Cutoffs/img_00000008.jpg,6,1,6,3,3,4,3,3,0,0,0,1,1,1
118,Burnout Geo Pattern Top,Burnout_Geo_Pattern_Top/img_00000041.jpg,1,7,4,1,3,1,2,3,0,0,1,0,0,1,Slub Knit Cardigan,Slub_Knit_Cardigan/img_00000027.jpg,2,2,3,1,3,1,6,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Watercolor Tribal Print Shorts,Watercolor_Tribal_Print_Shorts/img_00000015.jpg,6,4,1,3,3,4,3,3,0,0,0,0,1,2
119,Textured High-Neck Blouse,Textured_High-Neck_Blouse/img_00000011.jpg,1,1,6,1,3,1,3,3,0,0,0,1,1,5,Draped Open-Front Cardigan,Draped_Open-Front_Cardigan/img_00000040.jpg,2,2,6,1,3,4,3,3,1,0,0,1,0,4,Longline Sateen Open-Front Jacket,Longline_Sateen_Open-Front_Jacket/img_00000003.jpg,3,3,6,1,3,2,3,3,0,0,1,1,0,2,Jockey,hats/hat10.jpg,4,8,0,0,0,0,5,1,0,0,0,1,1,4,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Cutout Workout Leggings,Cutout_Workout_Leggings/img_00000040.jpg,6,3,6,3,3,4,3,1,1,0,1,1,1,1
120,Metallic Knit Tee,Metallic_Knit_Tee/img_00000042.jpg,1,6,2,2,3,1,3,3,1,1,1,1,1,4,Classic Knit Sweater,Classic_Knit_Sweater/img_00000005.jpg,2,5,6,1,3,1,6,3,0,0,0,1,0,3,Suede Fringe Jacket,Suede_Fringe_Jacket/img_00000049.jpg,3,3,6,1,3,2,4,3,0,0,0,1,0,2,Gorro para el sol,hats/new_hat1.jpg,4,1,6,0,0,0,6,2,0,0,0,1,1,3,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Faux Leather Grid Shorts,Faux_Leather_Grid_Shorts/img_00000049.jpg,6,4,6,3,3,4,4,3,0,0,0,0,1,2
121,Pleated Floral Print Blouse,Pleated_Floral_Print_Blouse/img_00000002.jpg,1,1,2,3,3,2,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Longline Crepe Jacket,Longline_Crepe_Jacket/img_00000017.jpg,3,3,6,1,3,2,3,3,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Stretch Denim Joggers,Stretch_Denim_Joggers/img_00000031.jpg,6,10,6,3,3,4,1,3,1,0,0,1,1,5
122,Zippered Mesh-Paneled Tee,Zippered_Mesh-Paneled_Tee/img_00000043.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000093.jpg,3,4,6,1,3,2,3,3,1,1,1,0,0,4,Gorro estilo safari,hats/hat3.jpg,4,3,6,0,0,0,0,2,0,0,0,0,1,2,Zapatos formales,shoes/new_shoes10.jpg,5,9,0,0,0,0,4,1,1,0,0,1,1,3,Lacy Rose PJ Shorts,Lacy_Rose_PJ_Shorts/img_00000037.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,4
123,Dreamcatcher Muscle Tee,Dreamcatcher_Muscle_Tee/img_00000046.jpg,1,6,2,3,3,1,3,3,0,0,0,0,1,3,Textured Woven Blazer,Textured_Woven_Blazer/img_00000034.jpg,2,1,6,1,3,2,3,3,0,0,1,1,0,3,Snap Collar Moto Jacket,Snap_Collar_Moto_Jacket/img_00000011.jpg,3,3,6,1,3,2,4,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Victorian Lace Skirt,Victorian_Lace_Skirt/img_00000010.jpg,6,2,4,3,3,4,2,3,0,0,0,0,1,2
124,Boxy Striped Crop Top,Boxy_Striped_Crop_Top/img_00000011.jpg,1,7,3,1,3,1,3,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegan Leather-Sleeved Bomber Jacket,Vegan_Leather-Sleeved_Bomber_Jacket/img_00000029.jpg,3,3,2,1,3,2,3,3,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Floral Scuba Knit Skirt,Floral_Scuba_Knit_Skirt/img_00000006.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,2
127,Twisted Open-Back Tee,Twisted_Open-Back_Tee/img_00000018.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boina,hats/hat9.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,sneakers,shoes/shoes1.jpg,5,1,6,0,0,0,4,3,1,0,1,1,1,5,Pleated Tribal Print Skirt,Pleated_Tribal_Print_Skirt/img_00000005.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,2
128,Bandana Print-Paneled Tee,Bandana_Print-Paneled_Tee/img_00000035.jpg,1,6,6,1,3,4,3,3,0,0,0,0,1,4,Striped Crop Sweater,Striped_Crop_Sweater/img_00000006.jpg,2,5,3,1,3,1,6,3,0,0,0,1,1,4,Vegan Leather-Sleeved Bomber Jacket,Vegan_Leather-Sleeved_Bomber_Jacket/img_00000002.jpg,3,3,6,1,3,2,3,3,1,1,1,1,1,3,Boina,hats/hat8.jpg,4,7,0,0,0,0,5,2,1,0,0,1,0,2,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Rose Print Mini Skirt,Rose_Print_Mini_Skirt/img_00000046.jpg,6,2,1,3,3,4,3,3,0,0,1,1,1,2
129,Striped Muscle Tee,Striped_Muscle_Tee/img_00000050.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,3,Shawl Collar Drop-Sleeve Cardigan,Shawl_Collar_Drop-Sleeve_Cardigan/img_00000036.jpg,2,2,6,1,3,4,3,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocasines,shoes/shoes12.jpg,5,10,0,0,0,0,4,3,1,0,0,1,1,2,Heathered Yoga Shorts,Heathered_Yoga_Shorts/img_00000024.jpg,6,4,6,3,3,4,3,3,0,0,1,1,1,3
130,Twisted Open-Back Tee,Twisted_Open-Back_Tee/img_00000011.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zip-Up Puffer Jacket,Zip-Up_Puffer_Jacket/img_00000037.jpg,3,3,6,1,3,1,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bototos,shoes/shoes4.jpg,5,4,6,0,0,0,4,1,1,1,1,0,0,4,Scalloped Crochet Skirt,Scalloped_Crochet_Skirt/img_00000013.jpg,6,2,4,3,3,4,6,3,0,0,0,1,1,1
131,Lace-Trimmed Knit Tank,Lace-Trimmed_Knit_Tank/img_00000011.jpg,1,5,6,3,3,2,3,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zip Collar Bomber,Zip_Collar_Bomber/img_00000113.jpg,3,2,6,1,3,1,3,3,0,1,0,0,0,4,Sombrero bucket,hats/hat4.jpg,4,2,7,0,0,0,0,2,0,0,0,1,1,4,Zapatos formales,shoes/new_shoes11.jpg,5,9,0,0,0,0,4,0,1,0,0,1,1,3,Zippered Knit Leggings,Zippered_Knit_Leggings/img_00000035.jpg,6,3,6,3,3,4,3,1,0,0,0,1,0,4
132,NYC Tee,NYC_Tee/img_00000056.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4,Heathered Zip-Up Hoodie,Heathered_Zip-Up_Hoodie/img_00000053.jpg,2,3,6,1,3,1,3,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sombrero bucket,hats/hat2.jpg,4,2,6,0,0,0,0,2,0,0,0,1,1,3,Converse,shoes/shoes13.jpg,5,11,0,0,0,0,4,3,1,0,0,1,1,5,Crochet Denim Cutoffs,Crochet_Denim_Cutoffs/img_00000032.jpg,6,1,4,3,3,4,1,3,0,0,0,1,1,4
133,Crinkled Stretch Knit Blouse,Crinkled_Stretch_Knit_Blouse/img_00000078.jpg,1,1,6,1,3,2,3,3,0,0,1,1,0,3,Cable Knit Striped Sweater,Cable_Knit_Striped_Sweater/img_00000013.jpg,2,5,3,1,3,1,6,3,1,0,0,0,0,4,Varsity-Striped Scuba Knit Jacket,Varsity-Striped_Scuba_Knit_Jacket/img_00000020.jpg,3,3,6,2,3,1,3,3,0,0,0,1,0,3,Crochet,hats/hat7.jpg,4,6,0,0,0,0,6,1,1,1,0,0,0,4,Zapatos de trekking,shoes/shoes7.jpg,5,7,6,0,0,0,0,1,1,0,0,1,1,3,Daisy Cutoff Shorts,Daisy_Cutoff_Shorts/img_00000028.jpg,6,4,6,3,3,4,1,3,0,0,0,0,1,3
134,Give Up Shopping Muscle Tee,Give_Up_Shopping_Muscle_Tee/img_00000008.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hawaianas,shoes/shoes6.jpg,5,6,6,0,0,0,0,2,0,0,1,1,1,3,Striped Pleated Skirt,Striped_Pleated_Skirt/img_00000027.jpg,6,2,3,3,3,4,2,3,0,0,0,1,0,3
136,Keyhole Abstract Print Blouse,Keyhole_Abstract_Print_Blouse/img_00000022.jpg,1,1,1,1,3,2,3,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vans,shoes/shoes2.jpg,5,2,6,0,0,0,4,3,1,0,1,1,1,5,Classic Mid-Rise Shorts,Classic_Mid-Rise_Shorts/img_00000029.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,5
