name,img_route,cloth_category,cloth_subcategory,patron,sleeve,skirt,neckline,material,fit,isCold,isRainy,isWet,isTempered,isHot,nota
1621,Pleated Faux Leather Skirt,Pleated_Faux_Leather_Skirt/img_00000023.jpg,6,2,5,3,3,4,3,3,0,0,0,1,1,3
1629,Pocket Shirt Jacket,Pocket_Shirt_Jacket/img_00000046.jpg,3,3,6,1,3,2,3,3,1,0,0,0,0,3
1630,Side-Slit Tee,Side-Slit_Tee/img_00000047.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,3
1641,Drop-Sleeve Heathered Tee,Drop-Sleeve_Heathered_Tee/img_00000003.jpg,1,6,6,2,3,1,3,2,0,0,0,1,1,5
1642,Semi-Sheer Racerback Tank,Semi-Sheer_Racerback_Tank/img_00000023.jpg,1,5,2,3,3,4,3,3,0,0,1,0,1,5
1652,Hooded Bomber Jacket,Hooded_Bomber_Jacket/img_00000088.jpg,3,3,6,1,3,2,5,3,1,1,0,0,0,2
1655,Hooded Twill Field Jacket,Hooded_Twill_Field_Jacket/img_00000005.jpg,3,3,6,1,3,2,1,3,1,1,0,1,0,3
1667,Longline Boyfriend Blazer,Longline_Boyfriend_Blazer/img_00000096.jpg,2,1,7,1,3,1,3,3,0,1,1,1,0,3
1668,Cable Knit Striped Sweater,Cable_Knit_Striped_Sweater/img_00000050.jpg,2,5,3,1,3,1,6,3,1,0,0,1,0,3
1688,Surfer Girls Tee,Surfer_Girls_Tee/img_00000063.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2
1690,Distressed Cropped Jeans,Distressed_Cropped_Jeans/img_00000065.jpg,6,8,6,3,3,4,1,1,0,0,0,1,1,5
1698,Longline Faux Fur Jacket,Longline_Faux_Fur_Jacket/img_00000014.jpg,3,3,1,1,3,1,5,3,1,0,0,0,0,2
1701,Abstract Watercolor Floral Jacket,Abstract_Watercolor_Floral_Jacket/img_00000010.jpg,3,3,1,3,2,1,2,3,0,0,0,1,1,4
1724,Textured Pencil Skirt,Textured_Pencil_Skirt/img_00000045.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,3
1733,Ruffle Drawstring Shorts,Ruffle_Drawstring_Shorts/img_00000045.jpg,6,4,6,3,3,4,3,3,0,0,0,1,1,5
1737,Southwestern Pattern Trim Tee,Southwestern_Pattern_Trim_Tee/img_00000023.jpg,1,6,2,1,3,2,3,3,1,0,0,1,0,3
1742,Retro Graphic Tee,Retro_Graphic_Tee/img_00000051.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,2
1746,Contrast Mesh Pencil Skirt,Contrast_Mesh_Pencil_Skirt/img_00000056.jpg,6,2,7,3,3,4,3,1,0,0,0,1,1,3
1750,Open-Front Crepe Jacket,Open-Front_Crepe_Jacket/img_00000009.jpg,3,3,6,1,3,2,3,3,1,0,1,0,0,4
1758,High Waist- Quilted Moto Jeggings,High_Waist-_Quilted_Moto_Jeggings/img_00000047.jpg,6,9,6,3,3,4,1,1,0,0,0,1,0,3
1759,LEEF PARIS Abstract Geo Print Tee,LEEF_PARIS_Abstract_Geo_Print_Tee/img_00000024.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,4
1774,Utility Pocket Shorts,Utility_Pocket_Shorts/img_00000041.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,1
1775,Marled Knit Combo Jacket,Marled_Knit_Combo_Jacket/img_00000018.jpg,3,3,6,1,3,2,3,3,1,0,0,1,0,4
1783,Quilted Sweatpants,Quilted_Sweatpants/img_00000018.jpg,6,6,6,3,3,4,3,3,1,1,1,0,0,5
1785,Miami Heat Graphic Tee,Miami_Heat_Graphic_Tee/img_00000032.jpg,1,6,2,2,3,1,3,3,0,0,0,0,1,1
1789,Classic Scoop Neck Top,Classic_Scoop_Neck_Top/img_00000053.jpg,1,7,2,2,3,1,3,3,0,0,1,1,1,1
1797,Crochet-Trimmed Muscle Tee,Crochet-Trimmed_Muscle_Tee/img_00000027.jpg,1,6,2,3,3,1,3,3,0,0,0,1,0,3
1800,Open-Knit Cowl Neck Sweater,Open-Knit_Cowl_Neck_Sweater/img_00000016.jpg,2,5,1,1,3,1,6,3,1,0,0,1,0,4
1802,Abstract Print Maxi Skirt,Abstract_Print_Maxi_Skirt/img_00000054.jpg,6,2,1,3,3,4,2,3,0,0,0,1,1,4
1803,Quilted Faux Leather Skirt,Quilted_Faux_Leather_Skirt/img_00000008.jpg,6,2,6,3,3,4,4,3,0,0,0,1,0,2
1811,Ruffled Floral Blouse,Ruffled_Floral_Blouse/img_00000057.jpg,1,1,1,1,3,1,2,3,1,0,0,0,0,2
1813,Floral Lace-Paneled Tee,Floral_Lace-Paneled_Tee/img_00000017.jpg,1,6,4,1,3,1,2,3,0,0,1,0,0,1
1830,Collared Faux Leather Jacket,Collared_Faux_Leather_Jacket/img_00000026.jpg,3,3,6,1,3,2,5,3,0,1,1,1,0,4
1836,Mesh Jersey Tank,Mesh_Jersey_Tank/img_00000035.jpg,1,5,6,3,3,4,3,3,0,0,1,0,1,4
1839,Distressed Denim Mini Skirt,Distressed_Denim_Mini_Skirt/img_00000059.jpg,6,2,6,3,3,4,1,1,0,0,0,0,1,5
1842,Bleached Denim Cutoffs,Bleached_Denim_Cutoffs/img_00000025.jpg,6,1,1,3,3,4,1,1,0,0,0,0,1,2
1854,Metallic-Threaded Marled Sweater,Metallic-Threaded_Marled_Sweater/img_00000013.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,4
1859,Circle Crochet-Paneled Tee,Circle_Crochet-Paneled_Tee/img_00000007.jpg,1,6,6,1,2,1,3,3,0,0,0,1,1,4
1860,Reflective-Piped Heathered Run Leggings,Reflective-Piped_Heathered_Run_Leggings/img_00000020.jpg,6,3,6,3,3,4,3,3,0,0,0,1,1,2
1867,LA Graphic Muscle Tee,LA_Graphic_Muscle_Tee/img_00000031.jpg,1,6,2,1,3,1,3,3,1,1,1,1,0,4
1885,Trimmed Pocket Tank,Trimmed_Pocket_Tank/img_00000045.jpg,1,5,1,3,3,1,3,3,0,0,1,1,1,3
1900,Faded Mid-Rise Skinny Jeans,Faded_Mid-Rise_Skinny_Jeans/img_00000011.jpg,6,8,6,3,3,4,1,1,1,1,0,1,1,3
1901,Boxy Woven Striped Top,Boxy_Woven_Striped_Top/img_00000018.jpg,1,7,6,2,3,1,3,3,0,0,0,1,0,3
1904,Brocade Floral Peplum Top,Brocade_Floral_Peplum_Top/img_00000063.jpg,1,7,1,2,3,1,2,3,1,0,0,0,0,1
1920,Life in Progress Denim Jacket,Life_in_Progress_Denim_Jacket/img_00000025.jpg,3,3,6,2,3,1,3,3,0,0,0,0,1,3
1921,Scalloped Crochet Skirt,Scalloped_Crochet_Skirt/img_00000041.jpg,6,2,4,3,3,4,2,1,0,0,0,1,1,4
1932,Open-Front Crepe Jacket,Open-Front_Crepe_Jacket/img_00000022.jpg,3,3,6,1,3,2,3,3,1,0,1,0,0,4
1934,Crisscross-Back Striped Tee,Crisscross-Back_Striped_Tee/img_00000015.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,5
1945,Pin Dot Suit Jacket,Pin_Dot_Suit_Jacket/img_00000001.jpg,3,3,6,1,3,2,3,3,1,0,0,1,1,3
1947,Side Pocket Yoga Leggings,Side_Pocket_Yoga_Leggings/img_00000008.jpg,6,3,6,3,3,4,3,3,1,0,0,0,0,3
1950,Collared Faux Leather Jacket,Collared_Faux_Leather_Jacket/img_00000022.jpg,3,3,6,1,3,2,5,3,1,0,1,1,0,3
1955,Marled Knit Cropped Tank,Marled_Knit_Cropped_Tank/img_00000029.jpg,1,5,6,3,3,4,3,1,0,0,0,1,1,5
1959,Flat Collar Woven Blouse,Flat_Collar_Woven_Blouse/img_00000050.jpg,1,1,7,1,3,2,3,2,0,0,0,1,1,3
1962,LA Graphic Tank,LA_Graphic_Tank/img_00000009.jpg,1,5,2,2,3,1,3,3,0,0,1,1,1,1
1972,Longline Boyfriend Blazer,Longline_Boyfriend_Blazer/img_00000101.jpg,2,1,6,1,3,2,3,3,0,0,0,1,0,2
1977,Crochet-Trimmed Denim Shorts,Crochet-Trimmed_Denim_Shorts/img_00000011.jpg,6,4,6,3,3,4,1,3,0,0,0,1,1,2
1979,Barbie Tank Top,Barbie_Tank_Top/img_00000048.jpg,1,7,2,3,3,4,3,3,0,0,0,1,0,2
1981,Bali Muscle Tee,Bali_Muscle_Tee/img_00000008.jpg,1,6,2,3,3,1,3,3,0,0,0,1,1,1
1985,Abstract Print Top,Abstract_Print_Top/img_00000029.jpg,1,7,2,1,3,4,3,3,1,1,1,0,0,4
1987,Abstract Print-Sleeved Tee,Abstract_Print-Sleeved_Tee/img_00000016.jpg,1,6,2,2,3,1,3,3,0,0,0,1,0,1
1995,Floral Lace Mini Skirt,Floral_Lace_Mini_Skirt/img_00000007.jpg,6,2,4,3,3,4,3,3,0,0,0,1,1,4
1999,Faded Tank,Faded_Tank/img_00000029.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,3
2002,Open-Front Woven Blazer,Open-Front_Woven_Blazer/img_00000009.jpg,2,1,3,3,3,1,3,3,0,0,0,0,1,5
2013,Heathered Knit Jacket,Heathered_Knit_Jacket/img_00000061.jpg,3,3,6,1,3,2,3,3,1,1,0,0,0,3
2017,Flat Front Textured Shorts,Flat_Front_Textured_Shorts/img_00000004.jpg,6,4,6,3,3,4,3,2,0,0,0,0,1,2
2020,V-Neck Shawl Collar Blouse,V-Neck_Shawl_Collar_Blouse/img_00000103.jpg,1,1,6,2,3,2,2,3,0,0,0,0,1,1
2027,Cutoff Sweat Shorts,Cutoff_Sweat_Shorts/img_00000018.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,2
2033,Zip-Up Puffer Jacket,Zip-Up_Puffer_Jacket/img_00000026.jpg,3,3,6,1,3,1,3,3,1,1,0,0,0,5
2044,Lemon Print Shorts,Lemon_Print_Shorts/img_00000018.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,3
2062,Raw-Edged Distressed Tank,Raw-Edged_Distressed_Tank/img_00000023.jpg,1,5,6,3,3,4,3,1,0,0,0,1,1,3
2068,Faux Fur Hood Parka,Faux_Fur_Hood_Parka/img_00000051.jpg,3,4,6,1,3,1,5,3,1,1,0,0,0,3
2082,Belted High-Waisted Shorts,Belted_High-Waisted_Shorts/img_00000029.jpg,6,4,6,3,3,4,3,3,0,0,1,0,0,3
2099,Bell Sleeve Georgette Blouse,Bell_Sleeve_Georgette_Blouse/img_00000095.jpg,1,1,6,1,3,1,2,3,0,0,0,1,0,5
2129,Linen-Blend Shorts,Linen-Blend_Shorts/img_00000013.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
2170,Sheer Woven Blouse,Sheer_Woven_Blouse/img_00000032.jpg,1,1,6,1,3,2,2,3,0,0,0,1,1,3
2172,Boxy Polka Dot Top,Boxy_Polka_Dot_Top/img_00000019.jpg,1,7,2,2,3,1,3,1,0,0,0,1,1,5
2180,Hooded Woven Jacket,Hooded_Woven_Jacket/img_00000041.jpg,3,3,6,1,3,1,3,3,1,0,1,1,0,3
2181,Striped Linen Ringer Tee,Striped_Linen_Ringer_Tee/img_00000034.jpg,1,6,6,2,3,1,3,3,0,0,1,1,1,4
2183,Abstract Print Workout Leggings,Abstract_Print_Workout_Leggings/img_00000012.jpg,6,3,1,3,3,4,3,1,0,0,1,1,1,3
2200,Classic Striped Tee,Classic_Striped_Tee/img_00000066.jpg,1,6,3,2,3,1,3,3,0,0,0,1,1,2
2203,Floral Print Crepe Skirt,Floral_Print_Crepe_Skirt/img_00000024.jpg,6,2,1,3,3,4,3,3,0,0,0,1,1,3
2214,Colorblock Tee,Colorblock_Tee/img_00000002.jpg,1,6,6,2,3,1,2,3,0,0,0,0,1,1
2223,Floral Printed Side-Tie Blouse,Floral_Printed_Side-Tie_Blouse/img_00000035.jpg,1,1,4,2,3,1,3,3,0,0,0,1,1,3
2233,Wildflower Denim Shorts,Wildflower_Denim_Shorts/img_00000021.jpg,6,4,1,3,3,4,1,3,0,0,0,1,1,1
2243,Striped Fringe Cardigan,Striped_Fringe_Cardigan/img_00000078.jpg,2,2,6,1,3,1,3,3,0,0,1,1,0,2
2245,Daisy Graphic Muscle Tee,Daisy_Graphic_Muscle_Tee/img_00000032.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
2260,Striped Sweater-Knit Hoodie,Striped_Sweater-Knit_Hoodie/img_00000010.jpg,2,3,4,2,3,2,6,3,0,0,0,1,0,3
2262,Metallic Brocade Mini Skirt,Metallic_Brocade_Mini_Skirt/img_00000044.jpg,6,2,1,3,3,4,3,3,0,0,0,0,1,4
2264,Zip-Up Puffer Jacket,Zip-Up_Puffer_Jacket/img_00000008.jpg,3,3,6,3,3,2,3,3,1,1,0,0,0,2
2273,Striped Ikat Drawstring Shorts,Striped_Ikat_Drawstring_Shorts/img_00000009.jpg,6,4,6,3,3,4,3,1,0,0,0,0,1,1
2295,Faux Shearling Parka,Faux_Shearling_Parka/img_00000020.jpg,3,4,6,1,3,2,3,3,1,1,0,0,0,5
2310,Tailored Woven Blazer,Tailored_Woven_Blazer/img_00000066.jpg,2,1,7,1,3,1,3,3,0,0,0,1,0,4
2318,Drawstring Chino Cutoffs,Drawstring_Chino_Cutoffs/img_00000008.jpg,6,1,6,3,3,4,3,3,0,0,0,1,1,1
2319,Slouchy Open-Knit Cardigan,Slouchy_Open-Knit_Cardigan/img_00000014.jpg,2,2,6,1,3,2,6,3,1,0,0,0,0,3
2323,Bleached Denim Jacket,Bleached_Denim_Jacket/img_00000017.jpg,3,3,1,1,3,4,1,3,0,0,0,1,0,2
2326,Clean Wash - Skinny Jeans,Clean_Wash_-_Skinny_Jeans/img_00000051.jpg,6,8,6,3,3,4,1,3,1,1,0,1,1,5
2331,Boxy Tank Top,Boxy_Tank_Top/img_00000030.jpg,1,7,6,3,3,1,3,1,0,0,0,1,1,3
2339,Two-Button Chino Suit Jacket,Two-Button_Chino_Suit_Jacket/img_00000055.jpg,3,3,6,1,3,2,3,3,0,0,0,1,0,5
2341,Chambray Popover Blouse,Chambray_Popover_Blouse/img_00000006.jpg,1,1,1,1,3,1,1,3,0,0,0,1,0,5
2361,Clean Wash High-Rise Skinny Jeans,Clean_Wash_High-Rise_Skinny_Jeans/img_00000019.jpg,6,8,6,3,3,4,1,1,1,0,1,1,0,3
2369,Boxy Utility Jacket,Boxy_Utility_Jacket/img_00000001.jpg,3,3,6,1,3,1,1,2,0,0,0,1,0,3
2384,SpongeBob x Mina Kwon Graphic Tee,SpongeBob_x_Mina_Kwon_Graphic_Tee/img_00000030.jpg,1,6,2,1,3,1,3,3,0,0,1,1,0,5
2405,Fold-Over Capri Leggings,Fold-Over_Capri_Leggings/img_00000018.jpg,6,3,6,3,3,4,3,1,1,0,0,1,1,3
2407,Diamond Print Bow Shorts,Diamond_Print_Bow_Shorts/img_00000030.jpg,6,4,6,3,3,4,3,3,0,0,0,1,0,2
2411,Velveteen Paisley Skinny Jeans,Velveteen_Paisley_Skinny_Jeans/img_00000034.jpg,6,8,1,3,3,4,3,3,1,1,1,1,1,4
2416,So Much Internet Tee,So_Much_Internet_Tee/img_00000020.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
2418,Abstract Diamond Print Shorts,Abstract_Diamond_Print_Shorts/img_00000007.jpg,6,4,1,3,3,4,3,3,0,0,0,1,1,5
2428,Fold-Over Yoga Leggings,Fold-Over_Yoga_Leggings/img_00000018.jpg,6,3,6,3,3,4,3,1,1,0,1,1,1,2
2437,Bleached Skinny Jeans,Bleached_Skinny_Jeans/img_00000037.jpg,6,8,1,3,3,4,1,1,1,1,1,1,1,4
2439,Zippered Mesh-Paneled Jacket,Zippered_Mesh-Paneled_Jacket/img_00000034.jpg,3,3,6,1,3,1,3,3,1,0,0,1,1,5
2447,Heart Muscle Tee,Heart_Muscle_Tee/img_00000064.jpg,1,6,6,3,3,1,3,3,0,0,0,1,1,4
2457,Classic Distressed Boyfriend Jeans,Classic_Distressed_Boyfriend_Jeans/img_00000023.jpg,6,8,6,3,3,4,1,3,0,0,0,1,0,5
2461,Floral Print Sweatshorts,Floral_Print_Sweatshorts/img_00000026.jpg,6,7,2,3,3,4,3,3,0,0,1,1,1,4
2469,Fitted V-Neck Cardigan,Fitted_V-Neck_Cardigan/img_00000020.jpg,2,2,6,1,3,2,3,3,0,0,0,1,0,2
2479,Striped Sateen Pencil Skirt,Striped_Sateen_Pencil_Skirt/img_00000009.jpg,6,2,3,3,3,4,3,3,0,0,0,1,0,1
2481,Hooded Marled Cardigan,Hooded_Marled_Cardigan/img_00000006.jpg,2,2,6,1,3,2,6,3,1,0,0,1,0,2
2484,Crochet-Trimmed Medallion Print Tank,Crochet-Trimmed_Medallion_Print_Tank/img_00000031.jpg,1,5,2,3,3,4,3,3,0,0,0,1,1,3
2496,Cozy Southwestern Pattern Cardigan,Cozy_Southwestern_Pattern_Cardigan/img_00000014.jpg,2,2,2,2,3,4,6,3,0,0,1,1,0,2
2504,Mandala Print Skirt,Mandala_Print_Skirt/img_00000037.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,1
2507,Ruffled Floral Chiffon Blouse,Ruffled_Floral_Chiffon_Blouse/img_00000061.jpg,1,1,1,3,3,1,3,3,0,0,0,1,1,1
2508,Tasseled Open-Front Cardigan,Tasseled_Open-Front_Cardigan/img_00000038.jpg,2,2,1,1,3,4,3,2,0,0,0,1,0,3
2511,Crochet-Back Tank,Crochet-Back_Tank/img_00000021.jpg,1,5,4,3,3,4,6,3,0,0,0,0,1,5
2514,Distressed Mid-Rise Boyfriend Jeans,Distressed_Mid-Rise_Boyfriend_Jeans/img_00000016.jpg,6,8,6,3,3,4,1,3,0,0,0,1,1,3
2530,Buttoned Floral Gauze Skirt,Buttoned_Floral_Gauze_Skirt/img_00000018.jpg,6,2,6,3,3,2,2,3,0,0,0,1,1,5
2543,Crossback Knit Tank,Crossback_Knit_Tank/img_00000021.jpg,1,5,6,3,3,4,3,1,0,0,0,0,1,3
2547,Vegan Leather-Sleeved Bomber Jacket,Vegan_Leather-Sleeved_Bomber_Jacket/img_00000029.jpg,3,3,2,1,3,2,3,3,1,1,0,1,0,4
2550,Favorite V-Neck Tee,Favorite_V-Neck_Tee/img_00000010.jpg,1,6,6,2,3,2,3,3,1,1,1,1,1,5
2556,Crochet-Paneled Button-Down Blouse,Crochet-Paneled_Button-Down_Blouse/img_00000079.jpg,1,1,6,1,3,2,3,3,1,1,1,1,1,5
2566,Crochet Mesh Tank,Crochet_Mesh_Tank/img_00000010.jpg,1,5,4,3,3,4,2,3,0,0,0,1,1,4
2567,Zippered Denim Joggers,Zippered_Denim_Joggers/img_00000047.jpg,6,10,6,3,3,4,1,3,1,1,1,1,1,1
2585,Distressed Straight-Leg Jeans,Distressed_Straight-Leg_Jeans/img_00000029.jpg,6,8,6,3,3,4,1,3,1,0,0,1,1,4
2595,Crisscross Neckline Peasant Blouse,Crisscross_Neckline_Peasant_Blouse/img_00000071.jpg,1,1,4,1,3,1,3,2,0,0,0,1,1,4
2598,Mosaic Print Pocket Tee,Mosaic_Print_Pocket_Tee/img_00000017.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3
2616,Local Heroes Dolphin Shorts,Local_Heroes_Dolphin_Shorts/img_00000022.jpg,6,4,1,3,3,4,3,3,0,0,0,1,0,5
2621,Tribal Print Paneled Tee,Tribal_Print_Paneled_Tee/img_00000039.jpg,1,6,1,2,3,1,3,3,0,0,0,1,1,2
2628,Open-Back Knit Blouse,Open-Back_Knit_Blouse/img_00000072.jpg,1,1,6,1,3,1,3,3,0,0,0,1,1,5
2641,Scuba Knit Pencil Skirt,Scuba_Knit_Pencil_Skirt/img_00000056.jpg,6,2,1,3,3,4,3,1,0,1,1,0,0,3
2644,Floral Foliage Print Cardigan,Floral_Foliage_Print_Cardigan/img_00000033.jpg,2,2,3,1,3,1,3,3,1,1,0,0,0,3
2652,Heathered Zip-Up Hoodie,Heathered_Zip-Up_Hoodie/img_00000048.jpg,2,3,6,1,3,1,3,3,1,0,0,1,0,4
2663,Paisley Print Maxi Skirt,Paisley_Print_Maxi_Skirt/img_00000053.jpg,6,2,1,3,3,4,3,3,0,0,0,1,0,1
2681,Colorblocked Sleeveless Hoodie,Colorblocked_Sleeveless_Hoodie/img_00000024.jpg,2,3,6,3,3,4,3,3,0,0,0,1,1,2
2688,Buttoned-Up Denim Shorts,Buttoned-Up_Denim_Shorts/img_00000068.jpg,6,4,6,3,3,4,3,1,0,0,0,0,1,3
2691,Colorblock Tie-Dye Tank,Colorblock_Tie-Dye_Tank/img_00000013.jpg,1,5,6,3,3,4,3,3,0,0,0,0,1,1
2709,Distressed Skinny Jeans,Distressed_Skinny_Jeans/img_00000065.jpg,6,8,6,3,3,4,1,1,1,1,1,1,1,4
2711,Easy Open-Knit Cardigan,Easy_Open-Knit_Cardigan/img_00000014.jpg,2,2,6,1,3,1,6,3,0,0,0,1,0,3
2714,Zip-Up Puffer Jacket,Zip-Up_Puffer_Jacket/img_00000056.jpg,3,3,6,1,3,1,3,3,1,1,0,0,0,5
2720,Southwestern-Patterned Burnout Cardigan,Southwestern-Patterned_Burnout_Cardigan/img_00000008.jpg,2,2,4,1,3,1,3,2,0,0,0,1,1,4
2732,White Distressed Skinny Jeans,White_Distressed_Skinny_Jeans/img_00000014.jpg,6,8,6,3,3,4,1,1,0,0,0,1,0,1
2733,Tie-Dye Cutout Tee,Tie-Dye_Cutout_Tee/img_00000019.jpg,1,6,1,1,2,1,3,3,0,0,0,1,1,3
2736,Pleated Woven Joggers,Pleated_Woven_Joggers/img_00000021.jpg,6,10,6,3,3,4,1,1,0,0,0,1,0,4
2740,Geo Print Swim Trunks,Geo_Print_Swim_Trunks/img_00000019.jpg,6,11,1,3,3,4,3,2,0,0,1,1,1,5
2745,Abstract Print Shorts,Abstract_Print_Shorts/img_00000024.jpg,6,4,2,3,3,4,3,3,0,0,1,1,1,3
2748,Painted Floral Denim Shorts,Painted_Floral_Denim_Shorts/img_00000026.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
2749,Snoopy Print Tee,Snoopy_Print_Tee/img_00000013.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,4
2752,Lace Trimmed Blouse,Lace_Trimmed_Blouse/img_00000001.jpg,1,1,4,2,3,1,2,3,1,0,0,0,0,1
2767,Ripped Skinny Jeans,Ripped_Skinny_Jeans/img_00000071.jpg,6,8,6,3,3,4,1,1,0,0,1,0,0,5
2771,Favorite Parka,Favorite_Parka/img_00000001.jpg,3,4,6,1,3,1,5,3,1,1,1,0,0,5
2785,Belted Crop Top,Belted_Crop_Top/img_00000055.jpg,1,7,6,3,3,4,3,3,0,0,0,1,1,2
2788,Abstract Print Tee,Abstract_Print_Tee/img_00000034.jpg,1,6,2,2,3,1,3,3,0,0,0,1,1,5
2800,Texture-Striped Mini Skirt,Texture-Striped_Mini_Skirt/img_00000014.jpg,6,2,2,3,3,4,3,3,0,0,0,1,1,3
2809,I Glow Graphic Tank,I_Glow_Graphic_Tank/img_00000007.jpg,1,5,2,2,3,1,3,3,0,0,0,1,1,4
2811,Boxy Striped Crop Top,Boxy_Striped_Crop_Top/img_00000064.jpg,1,7,3,1,3,1,3,1,0,0,1,1,1,5
2835,Dropped Hem Muscle Tee,Dropped_Hem_Muscle_Tee/img_00000030.jpg,1,6,6,1,3,1,3,3,0,0,0,1,1,4
2838,Open-Back Blouse,Open-Back_Blouse/img_00000091.jpg,1,1,6,1,3,4,3,3,0,0,0,1,1,3
2839,Longline Burnout Tee,Longline_Burnout_Tee/img_00000033.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,3
2852,Zippered Woven Joggers,Zippered_Woven_Joggers/img_00000004.jpg,6,10,1,3,3,4,3,3,0,0,0,1,1,2
2863,Southwestern Pattern Trim Tee,Southwestern_Pattern_Trim_Tee/img_00000015.jpg,1,6,6,2,3,1,3,3,0,0,0,1,1,5
2865,Scalloped Lace Shorts,Scalloped_Lace_Shorts/img_00000003.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,3
2891,Acid Wash Jeans,Acid_Wash_Jeans/img_00000038.jpg,6,8,1,3,3,4,1,1,1,1,1,1,1,5
2902,Kitten Graphic Sweater,Kitten_Graphic_Sweater/img_00000007.jpg,2,5,2,1,3,1,6,3,1,0,1,1,0,3
2903,Faux Leather-Paneled Denim Jacket,Faux_Leather-Paneled_Denim_Jacket/img_00000011.jpg,3,3,6,1,3,1,1,3,1,0,0,1,1,4
2911,Textured Bow-Front Blouse,Textured_Bow-Front_Blouse/img_00000040.jpg,1,1,2,1,3,1,2,3,0,0,0,1,0,5
2917,Striped Joggers,Striped_Joggers/img_00000060.jpg,6,10,6,3,3,4,3,3,1,0,1,1,1,4
2930,Zippered Shawl Collar Blazer,Zippered_Shawl_Collar_Blazer/img_00000117.jpg,2,1,6,1,3,2,3,3,0,0,0,1,1,2
2935,Textured Stripe Cowl Neck Sweater,Textured_Stripe_Cowl_Neck_Sweater/img_00000014.jpg,2,5,6,1,3,1,6,3,1,0,0,1,0,3
2939,Bold Baja Knit Shorts,Bold_Baja_Knit_Shorts/img_00000027.jpg,6,4,2,3,3,4,3,1,0,0,0,0,1,3
2940,Embroidered Mesh Gauze Blouse,Embroidered_Mesh_Gauze_Blouse/img_00000027.jpg,1,1,4,1,3,2,2,2,0,0,0,1,1,3
2943,Hooded Denim Jacket,Hooded_Denim_Jacket/img_00000020.jpg,3,3,6,1,3,2,1,3,1,0,0,1,0,2
2946,Abstract Geo Print Blouse,Abstract_Geo_Print_Blouse/img_00000022.jpg,1,1,2,3,3,2,3,3,0,0,0,0,1,1
2949,Abstract Print Workout Leggings,Abstract_Print_Workout_Leggings/img_00000013.jpg,6,3,2,3,3,4,3,1,0,0,0,1,1,2
2952,Buttoned Lace Panel Top,Buttoned_Lace_Panel_Top/img_00000006.jpg,1,7,6,3,3,4,3,3,0,0,0,1,1,4
2966,Heathered Crew Neck Tee,Heathered_Crew_Neck_Tee/img_00000022.jpg,1,6,2,2,3,1,3,3,0,0,0,1,0,4
2968,Classic Long Sleeve Top,Classic_Long_Sleeve_Top/img_00000012.jpg,1,7,6,1,3,1,3,3,1,1,1,1,0,5
2979,Open-Front Shawl Cardigan,Open-Front_Shawl_Cardigan/img_00000045.jpg,2,2,6,1,3,2,6,3,1,0,0,1,0,4
2983,Floral Lace Shorts,Floral_Lace_Shorts/img_00000053.jpg,6,4,1,3,3,4,3,1,0,0,0,0,1,1
2993,Scuba Knit Collared Jacket,Scuba_Knit_Collared_Jacket/img_00000026.jpg,3,3,6,2,3,1,3,3,1,0,0,0,0,3
2994,Heathered Seamless Workout Leggings,Heathered_Seamless_Workout_Leggings/img_00000002.jpg,6,3,1,3,3,4,3,1,0,0,0,1,0,3
2997,Love Yourself Muscle Tee,Love_Yourself_Muscle_Tee/img_00000005.jpg,1,6,6,3,3,4,3,1,0,0,0,0,1,4
3015,Boxy Striped Tee,Boxy_Striped_Tee/img_00000052.jpg,1,6,3,1,3,1,3,3,0,0,0,1,1,4
3016,Quilted Floral Bomber Jacket,Quilted_Floral_Bomber_Jacket/img_00000033.jpg,3,3,1,1,3,1,3,3,1,1,0,0,0,2
3053,Chambray Drawstring Shorts,Chambray_Drawstring_Shorts/img_00000042.jpg,6,4,6,3,3,4,3,3,0,0,0,0,1,4
3059,Colorblocked Tribal Print Blouse,Colorblocked_Tribal_Print_Blouse/img_00000092.jpg,1,1,6,1,3,2,2,3,0,0,1,1,1,5
3072,Three-Button Flat Collar Blouse,Three-Button_Flat_Collar_Blouse/img_00000094.jpg,1,1,2,2,3,1,3,3,0,0,0,1,1,1
